text,label,responseLabel_media
"The city also announced plans to apply for the illinois power agency’s renewable portfolio standard  “self-direct” credit program, made available through the climate & equitable jobs act (ceja). the program provides eligible large energy consumers with an electricity bill credit for renewable energy certificates purchases from wind and solar resources. the city stated that it is committed to reinvesting its self-direct program bill credit funds to continue the decarbonization of its municipal buildings and fleet.",Opportunity,positive
"The agreement also marks a step in reducing the city’s carbon footprint and accelerating the transition to clean, renewable energy outlined in its 2022 climate action plan, which details an interim target to reduce greenhouse gas emissions by 62% by 2040.",Opportunity,positive
"In addition to the climate plan, iberdrola also presented its biodiversity plan, addressing the impacts of the company’s activities on nature throughout the life cycle of its facilities, and setting a goal to achieve a net positive impact on species and ecosystems by 2030.",Opportunity,positive
"In a statement introducing the new rules, frans timmermans, executive vice-president for the european green deal, said that the proposals would “reduce packaging waste, promote reuse and refill, increase the use of recycled plastics, and make it easier to recycle packaging.”",Opportunity,positive
"The new proposals set a target to reduce packaging waste by 15% by 2040 per member state per capita through reuse and recycling. companies would be required to offer a certain percentage of their products to consumers in reusable or refillable packaging, and some standardization of packaging formats and clear labelling of reusable packaging will also be introduced.",Opportunity,positive
"The rules also aim to eliminate unnecessary packaging with bans on some packaging forms such as single-use packaging for food and beverages when consumed inside restaurants and cafes, single-use packaging for fruits and vegetables, miniature shampoo bottles and other miniature packaging in hotels.",Opportunity,positive
"Aspen power develops, constructs and operates community, multifamily, and c&i solar and storage installations, aimed at enabling consumers and businesses of all income levels to access clean renewable energy. the company’s typical structure involves the acquisition and joint development of a pipeline or portfolio of projects with line of sight to completion within 12 to 24 months.",Opportunity,positive
"The government’s new commitments include achieving net zero emissions across the public sector by around 2045, and for all public sector cars to run on clean energy by 2035.",Opportunity,positive
"From a thematic universe of approximately 250 companies, robeco said the strategy will be arranged in four investment clusters targeting more sustainable land and sea activities. the clusters will include sustainable land use, focused on forests and woodlands, cultivated lands and urban environments; freshwater networks, including pollution prevention, purification and treatment and habitat protection; marine systems, covering fisheries aquaculture and ocean conservation; and traceable products, such as foods, fibers and raw materials.",Opportunity,positive
"Offshore wind deployments can often result in harmful impacts to ocean biodiversity, however, including habitat loss, collision mortality, and noise, among other effects. ørsted has committed by 2030, all of its new projects commissioned must have a net-positive biodiversity impact.",Opportunity,negative
"The initiative will kick off with a joint marine ecosystem restoration project in the north sea, focused on improving methods to repopulate highly depleted reef-building species at scale.",Opportunity,positive
"The announcement marks the latest in a series of moves by california to transition to cleaner transportation, including the approval of a rule earlier this year requiring all new car, pickup truck and suv sales in the state to be zero emissions vehicles by 2035.",Opportunity,positive
"The green bond comes as iberdrola aims to invest heavily in its clean energy capacity, following its announcement last week of plans to invest €47 billion between 2023-2025, including €17 billion for renewable energy, and €27 billion in its electricity networks, and a target to boost renewable capacity to 52,000 mw by the end 2025. earlier this year the company said that it aims to invest €150 billion over the next decade, tripling its renewable energy capacity and doubling its network assets.",Opportunity,positive
"The government of canada announced today a series of moves aimed at keeping single-use plastics out of the environment, including the introduction of bans on single-use plastic shopping bags and most plastic straws.",Opportunity,positive
"First, what is biodiversity and natural capital? in layman’s terms, biodiversity is the variety of life on earth. similarly, natural capital is our global bank of natural assets, including soil, water, air, and all living things.",Opportunity,positive
"Last year, germany’s new government set out a clean energy strategy that included speeding up the country’s exit from coal-based power. earlier this year, the government passed a series of laws approving a major increase in renewable energy development over the next several years, including a target for renewables to meet 80% of electricity demand in the country by 2030.",Opportunity,positive
"The european commission introduced its repowereu plan today, outlining its strategy to rapidly reduce its reliance on russian fossil fuels in response to the russian invasion of ukraine. the strategy includes plans to significantly accelerate the deployment of renewable and clean energy capacity, diversify energy supplies, and ramp energy efficiency initiatives, and proposes additional investments of €210 billion over the next five years.",Opportunity,positive
"Paris-based sustainability-focused investment manager mirova announced today the appointment of guillaume abel as deputy ceo. according to mirova, the appointment is aimed at strengthening the firm’s executive committee, and accelerating its growth in france and abroad.",Opportunity,positive
"While the bank’s targets initially only cover its business loan exposure to each sector, bofa stated that it plans to add capital markets activity to its 2030 goals once a methodology is released by the partnership for carbon accounting financials (pcaf). bofa also said that it plans to add targets for other key sectors through 2024.",Opportunity,positive
"The european commission announced that it has selected 100 cities for participation in cities mission program to deliver 100 climate-neutral and smart cities by 2030. the cities will receive €360 million over the next 2 years to kick start the initiative with research and innovation address areas including clean mobility, energy efficiency and green urban planning.",Opportunity,positive
Global money management firm putnam investments announced today the appointment of jacquelyn (jackie) vanderbrug to the newly created position of head of sustainability strategy.,Opportunity,positive
"Under the new proposals, all new buildings as of 2030 would be required to be zero-emission, which will require that they consume little energy, use renewable energy sources for power as much as possible, and have no on-site carbon emissions from fossil fuels. for the existing building stock, the commission is proposing minimum energy performance standards, with requirements for the worst performing 15% of buildings in each member state to be upgraded by 2027 for non-residential buildings, and 2030 for residential. the proposals also envision phasing out fossil fuels in heating and cooling in national buildings by 2040.",Opportunity,positive
"Commissioner for energy, kadri simson, said: “buildings are the single largest energy consumer in europe, using 40% of our energy, and creating 36% of our greenhouse gas emissions. that is because most buildings in the eu are not energy efficient and are still mostly powered by fossil fuels. we need to do something about this urgently, as over 85% of today’s buildings will still be standing in 2050, when europe must be climate neutral. improving our homes is also an effective response to high energy prices – the worst-performing buildings in the eu consume many times more energy as new or properly renovated ones. and it’s often the most vulnerable who live in the least efficient houses and therefore struggle to pay the bills. renovation reduces both the energy footprint of buildings and the energy costs for households, while also boosting economic activity and job creation.”",Opportunity,positive
"Kempen capital management, the investment manager of wealth manager van lanschot kempen,  announced today the appointment of herman kleeven as investment lead for its sustainable equity team.",Opportunity,positive
"Volkswagen ceo dr. herbert diess said: “working hand in hand with governments around the world is an absolute prerequisite to meet our climate goals, and i want to thank the canadian government for its support. the supply of battery raw materials and the production of precursor and cathode materials with a low carbon footprint will allow for a fast and sustainable ramp-up of battery capacity—a key lever for our growth strategy in north america.“",Opportunity,positive
"Initially developed by the united nations university institute in macau in partnership with the mekong club, an organization working to bring about sustainable practices against modern slavery, the solution is integrated into the company’s due diligence platform, diginexlumen, launched in march this year, and it has already scaled to over 50,000 workers across 15 countries.",Opportunity,positive
"Mark blick, ceo, diginex said: 
 “companies are realising that people-led due diligence tools that enable individuals to share their experiences provide the best insight into actual working conditions on the ground. our work with the mekong club is helping to overcome – and eliminate – unethical behaviour and ensure workers’ rights are respected around the world. through diginexapprise, organisations will be able to align their approaches with emerging laws, including the german supply chain act and the upcoming eu directive on corporate sustainability due diligence.”",Opportunity,positive
"The launch follows the announcement last year by pandora that it will end the use of mined diamonds, opting instead for those manufactured in labs. the company said that its lab-created diamonds have a carbon footprint 95% lower than their mined counterparts.",Opportunity,positive
"Paul gaynor, ceo of longroad, said: “this important infusion provides longroad with the capital to rapidly transition to a strategy biased to asset ownership.  it also will fuel our acquisition goals and continue to support our investments in adjacent sectors, as we did recently with valta energy in the dg space.”",Opportunity,positive
"The dei report also includes 2030 targets for the company, including a goal to increase the proportion of women at executive and managing director level to 35%, from 26% today, and to reach 35% representation of ethnic minorities at executive and managing director level from the current level of 15%.",Opportunity,positive
"Nestlé stated that the plant creates 1,200 new jobs in the region, and makes mexico nestlé’s main coffee producer globally.",Opportunity,positive
"Williams will join saks esg team, led by recently appointed svp of esg cara chacon, and in her new role will be responsible for advancing the progress of saks’ dei commitments across the organization while shaping its go-forward strategy, working with saks’ dei council, inclusion advocates and employee resource groups.",Opportunity,positive
"Vancouver-based green construction technology startup nexii building solutions announced today a c$45 million (us$35m) fundraise, aimed at accelerating the company’s manufacturing capacity, in order to meet the rapidly growing demand for sustainable construction solutions.",Opportunity,positive
"Nexii’s technology addresses one of the most significant sources of greenhouse gas emissions, and one of the most difficult to abate. buildings and real estate are major contributors to the global climate challenge, accounting for approximately 40% of carbon emissions, according to the international energy agency and un environment programme. they are also among the hardest sources of emissions to replace, given their long-term nature.",Opportunity,positive
"Sustainable building materials startup terra co2 technology announced today that it has raised $46 million, with proceeds aimed at accelerating the commercialization of its low carbon alternative material for cement production.",Opportunity,positive
"Bill yearsley, president and ceo at terra co2, said: “scalable, easily available, and cheap feedstocks are essential for any new product looking to bring more environmentally friendly cost-competitive solutions to this market. most of the alternatives to portland cement being tested today are limited by using one specific feedstock that is often not widely available near urban markets or that requires permitting new mines to source. terra’s solutions not only solve for that scalability bottleneck, but also offer an alternative that is cost-effective.”",Opportunity,positive
"As a next step, ceeb europe will partner with networks and players in the finance and real estate sectors of high-potential, high-ambition countries to join or set up in-country coalitions these coalitions will work through the country-specific challenges and opportunities for the widescale renovation of housing.",Opportunity,positive
Industrial decarbonization-focused private equity investor ara partners announced today the acquisition of uk-based sustainable packaging provider petainer.,Opportunity,positive
"According to the european commission, 60% of current university graduates are female but women are underrepresented in corporate boards, accounting for only 30.6% of board members and 8.5% of board chairs. representation has improved significantly over the past decade, however, from only 10% representation of women on boards in 2011.",Opportunity,positive
"Loren burnett, co-founder, president, and ceo of prometheus materials, said: “to prevent catastrophic climate change, we cannot simply replace fossil fuels with renewable forms of energy – we must also decarbonize the way we create building materials.”",Opportunity,positive
"The updated framework adds a series of “social” categories for eligible investment, such as affordable basic infrastructure, including the development of infrastructure for underserved or remote communities; access to essential service, providing financing for facilities such as hospitals, care centers, and education; women-owned business lending; affordable/community housing; leadership in diversity & inclusion, and; creating economic resilience.",Opportunity,positive
"The war in ukraine, scorching temperatures in india/pakistan/united states, and megadrought in the southwest u.s.a. are testing the limits of human survivability.",Risk,negative
"William ru,  illinois state university, emeritus professor of sociology. rau has been studying climate change and fears increasingly frequent heat waves will pose a heightened threat to people living in some of the poorest neighborhoods of peoria, illinois.[4]",Risk,negative
"Peoria, illinois, is not an isolated incident. the west’s climate change-induced water crisis is now triggering a potential energy crisis for millions of people in the southwest who rely on the dam as a power source. over the past several years, the glen canyon dam has lost about 16 percent of its capacity to generate power. the water levels at lake powell have dropped around 100 feet in the last three years. as water levels decline, so does hydropower production. the dam harnesses the gravitational force of the colorado river’s water to generate power for as many as 5.8 million homes and businesses in seven states, including nevada and new mexico.",Risk,negative
"Solutions will not be easy to sort out since the dramatic food price escalation has numerous causes. skyrocketing oil prices have strained every stage of food production, from fertilizer to tractors to transport. eliminating hunger and malnutrition and achieving wider global food security are among humanity’s most intractable problems.higher food prices have not helped, but price levels are not the fundamental problem. high prices impose undeniable hardship on the poorest consumers, including many subsistence farmers whose production is insufficient to meet their consumption needs. yet the persistence of global hunger–the chief manifestation of food insecurity–is a chronic problem that predates the current period of higher food prices.",Risk,negative
"Under the new agreement, blackrock and un women will work together on the promotion of gender lens investing, which allocates capital and aligns investment strategies and products to contribute to women’s empowerment objectives. blackrock will develop strategies to mobilize capital in support of economic opportunities for women, and un women serve as a knowledge partner, collaborating on data and research.",Opportunity,positive
"Anita bhatia, deputy executive director of un women, said:  “un women’s mission is to achieve a world in which all women and girls can exercise their basic human rights and can unlock their full economic and social potential. achieving gender equality is at the heart of achieving the sustainable development goals and requires strong public-private partnerships that will direct greater flows of financing towards gender equality objectives.”",Opportunity,positive
"Onemain chairman and ceo doug shulman, said: “onemain’s first social bond is an important milestone in our mission to improve the financial well-being of hardworking americans. this bond is a testament to our commitment to financial inclusion and reinforces the work we are already doing to provide underrepresented communities with access to safe, affordable credit. we will continue to build our business around serving our customers responsibly, empowering them financially and making a positive social impact on our communities.”",Opportunity,positive
"Hsbc announced today the launch of its new hsbc roar initiative, providing a series of programs aimed at addressing barriers faced by female entrepreneurs, and supporting them in scaling and growing their businesses.",Opportunity,positive
"Cooper-gray, added: “as the global economy continues to rebuild from the impact of the pandemic, small and medium-sized businesses will continue to be the bedrock on which our economies and local communities are built, meaning we need to ensure that those led by women are given the support to fulfil their full potential.”",Opportunity,positive
"In her speech, the president said: “there is no more urgent need for acceleration than when it comes to the future of our fragile planet. while much of the world’s activity froze during lockdowns and shutdowns, the planet continued to get dangerously hotter. we see it all around us: from homes evacuated due to glacier collapse on the mont blanc, to fires burning through oregon, to crops destroyed in romania by the most severe drought in decades. but we also saw nature come back into our lives. we longed for green spaces and cleaner air for our mental health and our physical wellbeing.“we know change is needed – and we also know it is possible. the european green deal is our blueprint to make that transformation. at the heart of it is our mission to become the first climate-neutral continent by 2050. but we will not get there with the status quo – we need to go faster and do things better.”",Risk,positive
The new fund launch follows the acquisition by morgan stanley last year of calvert’s parent company eaton vance for an equity value of approximately $7 billion.,Opportunity,positive
"The company also unveiled a series of short- and medium-term goals on its pathway to its 2050 commitment, including neutralizing its carbon footprint in eight countries by 2024, and targeting a group-wide carbon footprint reduction of 50% by 2030.",Opportunity,positive
"Icahn also calls out other esg-related issues at the company, notably the wage gap between executives and employees, noting that in 2021 “total chief executive officer compensation was $20,028,132, an astounding 2,251x the average employee’s total compensation of $8,897. the board is clearly condoning multiple forms of injustice and i believe the majority of the public would agree.”",Risk,negative
"Global payment technology company mastercard will begin including achievement of the company’s esg goals in the calculation of bonus pay for all employees, according to a new post by ceo michael miebach.",Opportunity,positive
"The new initiative marks an extension of the introduction by mastercard last year of a new compensation model for senior executives with incentive pay tied in part to progress towards the company’s esg priority areas of carbon neutrality, financial inclusion, and gender pay parity.",Opportunity,positive
"Additional 2025 goals include having 100% of produce, floral and live plants with integrated pest management certification, responsibly sourcing 100% of palm oil, sourcing 100% sustainable cotton for home and apparel products, and to have all products free from ingredients from the brand’s “made without” list of nearly 40 components and ingredients ranging from aspartame and benzyl alcohol to formaldehyde and high fructose corn syrup.",Opportunity,positive
"Eligible social projects encompass those promoting socioeconomic advancement and empowerment, including programs to recruit more women, minorities and people with disabilities, as well as projects providing access to basic infrastructure, aimed to benefit communities and disadvantaged groups living below the poverty line or impacted by natural disasters.",Opportunity,positive
"The survey found that sustainability issues have moved up in the priority list for nearly all executives, with 89% agreeing with the statement “i realized i care more about sustainability than before,” and 93% saying that they would be willing to, or already do, tie compensation to esg goals.",Opportunity,positive
"Under the new initiative, beginning january 2022, pnc aims to provide $88 billion in loans, investments, and other financial support to bolster economic opportunity for lmi individuals and communities, people and communities of color, and other underserved individuals and communities.",Opportunity,positive
"In a statement announcing the updated dei requirements, abrdn said: “at abrdn, we know that making progress in diversity, equity and inclusion (dei) is critical in building long-term value for our clients, customers and shareholders. we will continue to engage with our companies to improve their diversity, expand our guidelines further, and vote against companies where necessary.”",Opportunity,positive
"The company said: “we understand that dei is a journey and that there are socioeconomic, cultural and regulatory contexts. because we invest worldwide, we tailor our approach to each investment market’s circumstance. we are committed to pushing for progress and will continue to promote dei through our investment activities.”",Opportunity,positive
"According to keurig dr pepper, the company’s new commitments build on its existing water-related goals, which include replenishing 100% of water used for the company’s beverages in its highest water-risk operating communities by 2030, improving water use efficiency in its operations by 20% by 2025, and supporting regenerative agriculture and conservation on 250,000 acres of land by 2030.",Opportunity,positive
"Adam selipsky, chief executive officer at aws, said: “the conservation and sustainable management of water is a priority for communities and companies around the world, and through leveraging the breadth and depth of aws, ecopetrol and accenture are tackling this challenge at scale. like other sustainability initiatives, water conservation is a big data problem. by combining data from previously disparate sources across ecopetrol’s operations, and using aws cloud-based machine learning and artificial intelligence services, this technology will enable companies across the energy industry to achieve water neutrality.”",Opportunity,positive
"Global consumer brands company unilever announced today a new series of commitments, including pledges to disclose progress on its goals to improve the health and nutrition profile of its portfolio of food products, and to set more ambitious nutrition targets.",Opportunity,positive
"The report finds that even reaching warming of 1.5°c would result in unavoidable multiple climate hazards, and warns that exceeding this level would cause severe, and in some cases irreversible impacts, ranging from economic damage and biodiversity loss, to loss of life. the report calls for accelerated action on adaptation, along with rapid and deep cuts in greenhouse gas emissions.",Risk,negative
"Global payments technology company visa announced today the launch of visa minority depository institutions accelerate, a new multi-year program aimed at reducing economic disparities and expanding access and opportunity in communities of color across the us.",Opportunity,positive
Crm solutions provider salesforce announced today that it will begin including esg goals in its executive compensation programs.,Opportunity,positive
"Versey’s letter also stresses the importance of executive remuneration structures in aligning with esg goals, and outlines expectations for executive compensation and performance targets to reflect sustainability goals.",Opportunity,positive
"Doconomy’s solutions help consumers to measure and understand the environmental impact of their transactions, enabling more sustainable choices. solutions include the financial transaction api, which allows companies such as mastercard to enable customers to track the environmental footprint of each purchase they make and set individual carbon budgets, the 2030 calculator, which allows brands to quantify the carbon footprint of the products they manufacture using a common universal scoring system.",Opportunity,positive
"Private companies have their part to play and can tackle issues both externally and internally. internally, private companies can work on the changes of the gender split in board rooms, correcting the gender pay gap, working to end discrimination, and creating a work culture that empowers women.",Opportunity,positive
"Nature-based solutions, including projects that protect and restore natural ecosystems, are expected to be one of the key tools to help meet global decarbonization goals. projects that are typically included in the definition of nature-based solutions often encompass those focused on redeveloping forests or wetlands, which protect or transform land, improve biodiversity, and enable nature to absorb co2 from the environment.",Opportunity,positive
"International bank and financial services company standard chartered announced today the appointment of marisa drew as chief sustainability officer. in her new role, drew will oversee standard chartered’s sustainable finance and sustainability strategy teams, and drive the bank’s net zero commitments.",Opportunity,positive
"Shareholder resolutions are a powerful tool available to shareholders that allows them to influence companies on how they address esg issues. by focusing efforts on a single, concrete call to action, shareholders’ resolutions aggregate a wide set of views and express those views in a numerical form that resists mischaracterisation by companies or shareholders. this critical tool works to strengthen engagement between investors and companies by facilitating two-way accountability and ensuring that shareholder sentiments are clearly expressed.",Opportunity,positive
"Hsbc asset management announced today that it has hired christine chow, appointing her as its new head of stewardship and engagement, leading the firm’s responsible investing work around engagement with issuers and growing the firm’s research and insights in this area.",Opportunity,positive
"Health technology company philips announced today a new goal aimed at reducing the climate impact of its supply chain, aiming to have at least half of the company’s suppliers commit to science-based emissions reduction targets by 2025.",Opportunity,positive
"The network of central banks and supervisors for greening the financial system (ngfs) announced today the appointment of monetary authority of singapore (mas) managing director ravi menon as its new chair, and sabine mauderer as vice chair. ms. mauderer is a member of the executive board of the deutsche bundesbank. both positions are for two year terms, beginning january 2022.",Opportunity,positive
"Alternative investment manager blackstone announced today that it has hired amisha parekh, appointing her as global head of esg for private equity. in her new role, parekh will lead esg diligence, policy development and strategy, and reporting for all businesses in blackstone’s private equity reporting segment.",Opportunity,positive
"Slavery may feel like a topic that should be confined to the history books, but unfortunately it is a very real issue in the present for uk businesses. whilst seemingly impossible to believe, estimates suggest that there are more people affected by modern slavery across the world now than were caught up in the transatlantic slave trade of the 16th to 19th centuries. modern slavery is a broad term and, while forced labour is its most common form, there are many wider abuses that cause deep concern. these include failure to pay the minimum wage, depriving workers of facilities to wash, rest, eat and drink, demanding excessive hours, domestic servitude, harassment, assault, and unpaid wages.",Risk,negative
"Multinational confectionery, pet food, and pet care services and products provider mars, announced today a new climate commitment, aiming to achieve net zero greenhouse gas (ghg) emissions across its full value chain by 2050. as part of its strengthened climate plans, mars also stated that it will link executive pay with the delivery of emissions reduction.",Opportunity,positive
"European financial services group societe generale announced the appointment of hacina py as chief sustainability officer, replacing outgoing global head of corporate social responsibility sylvie préa, who has held the role since 2016, and been with the bank for 36 years.",Opportunity,positive
Energy and sustainability consultancy longevity partners announced today the appointment of louise ellison as global chief commercial officer and the expansion of the company’s business development team. the firm stated that the appointment aims to meet increased client demand as businesses transition to a low carbon economy.,Opportunity,positive
Toronto-based international financial services organization sun life financial announced today the appointment of alanna boyd as its first chief sustainability officer.,Opportunity,positive
"Holcim aims to address water stress in high-risk areas, with commitments to replenish fresh water in water-risk areas, increase the use of water recycling and reduce water intensity across its business lines. by 2030, the company aims to be water positive at 75% of sites in water risk areas, and to have 100% of sites equipped with water recycling systems. the company also aims to reduce water intensity in cement by 33%, aggregates by 20%, and by 15% in ready-mix concrete.",Opportunity,positive
"Engine no. 1 had proposed 4 new directors for the company, with significant experience across the energy sector, as well as in policy and strategy. two of the nominees, former andeavor ceo greg goff and former neste evp for renewable products kaisa hietala have been elected to the board. the outcome of the vote is still too close to call for candidate alexander karsner, while the fourth candidate, anders runevad, was not elected.",Opportunity,positive
"Commenting on the shareholder vote, aeisha mastagni, portfolio manager in california state teachers’ retirement system (calstrs) sustainable investment and stewardship strategies unit, said: “we called for change at exxonmobil, and change is coming. while the exxonmobil board election is the first of a large u.s. company to focus on the global energy transition, it will not be the last. we believe change is necessary for companies that do not have a long-term strategy for a responsible transition to a net-zero emissions economy.”",Opportunity,positive
"The landmark vote comes as other oil and gas majors are facing increasing pressure to act on climate change, and prepare for the energy transition. at the chevron agm on wednesday, a majority of shareholders voted for a resolution mandating the company to reduce scope 3 emissions. also wednesday, a dutch court issued a ruling against shell, requiring the company to cut emissions by 45% by 2030.",Opportunity,positive
"Two days before exxonmobil’s annual general meeting (agm), the energy giant has made a last-minute commitment to add two new directors over the next year, as a group of major investors, led by sustainability-focused activist investment firm engine no. 1, pushes for a broader board change to enable the company to better manage the emerging global energy transition.",Opportunity,positive
"The company identified the first three funds to receive money under the new initiative, including chingona ventures, which focuses on technology around financial services, women, and food, as well as health and wellness, the future of learning and the future of work; seae ventures, a healthcare-focused fund with the goal of better balancing the needs of patients, providers, and payers by investing in diverse entrepreneurs with high growth potential, and; zeal capital partners, which partners with diverse management teams building early stage businesses bridging america’s wealth & skills gap. synchrony expects to announce additional vc funds as part of the $15 million commitment later this year.",Opportunity,positive
"Synchrony stated that it will collaborate with the funds to further support the growth and success of their portfolio, including investing additional growth capital to minority entrepreneurs focused on disrupting fintech, commerce and healthcare.",Opportunity,positive
"Steelmaking is one of the biggest emitters of co2 globally, with total greenhouse gas emissions (ghg) from the sector accounting for 7% – 9% of direct emissions from the global use of fossil fuels. as manufacturers globally aim to decarbonize their supply chains, demand for fossil-free steel is expected to increase significantly.",Opportunity,negative
"The eu taxonomy is part of the eu action plan on sustainable finance, established by the eu technical expert group on sustainable finance’s (eu teg). the taxonomy is a classification system enabling the categorization of economic activities that play key roles in contributing to at least one of six defined environmental objectives, and no significant harm done to the other objectives. the six objectives include climate change mitigation; climate change adaptation; sustainable use and protection of water and marine resources; transition to a circular economy; waste prevention and recycling; pollution prevention and control; and protection of healthy ecosystems.",Opportunity,positive
"According to the open letter, with signatories representing investors and organizaitns including triodos bank and triodos investment management, eurosif, shareaction, and climate bonds initiative, a new proposal from the european commission would enable new gas cogeneration plants to be counted as green until the end of 2025 if they replace coal plants closing. by ignoring the impact of methane released in gas extraction, the letter warns that the proposal could result in significant environmental damage.",Risk,negative
"Trane also stated that it has provided grants to programs including the national society of black engineers, to increase math and science proficiency among third to fifth grade students; redeem detroit, for programming that introduces at-risk students to good-paying trade careers; and urban league of central carolinas in support of its hvac certification program.",Opportunity,positive
"Biodiversity protection and restoration is emerging as a key focus area for corporate environmental sustainability initiatives, as the threatened extinction of thousands of species highlights the urgent need to integrate biodiversity considerations into decision making across all sectors. similar to other esg pursuits, the development of material, consistent and reliable data collection and reporting systems for biodiversity will be necessary to guide company actions and initiatives in this area.",Opportunity,positive
"According to unilever, the new goal follows a four-year development process for the new tubes, which will replace the aluminum in the tubes replaced with a material made mostly of high-density polyethylene (hdpe), which is one of the most widely recyclable plastics globally. the amount of plastic required per tube will also be reduced, as the new material, at 200 microns, will be the thinnest plastic material available on the toothpaste market. unilever also intends to introduce more post-consumer recycled (pcr) plastic into the recyclable tubes of brands including signal by 2022.",Opportunity,positive
"For its new commitment, gskch has partnered with global packaging suppliers albea and epl global. the albea partnership will see gskch switch its toothpaste tubes from aluminium barrier laminates to the greenleaf recyclable plastic laminate, while epl global will enable production of tubes in platina laminate. tubes produced with the new laminates will be recyclable and compatible with existing recycling processes.",Opportunity,positive
"Convenience and snack food company kellogg announced today the launch of its inaugural sustainability bond issue, with the pricing of a €300 million 8-year bond, with a 0.5% interest coupon. proceeds from the issue will be used to fund sustainability initiatives at the company ranging from food security to climate action.",Opportunity,positive
"Esg-focused shareholder advocacy ngo the shareholder commons announced that it will present a shareholder proposal at the annual shareholder meeting of mcdonald’s corporation, asking the company for disclosure regarding the systemic costs of antibiotics use in the company’s supply chain. the proposal has been co-filed by trinity college at the university of cambridge and leading european asset manager amundi asset management.",Opportunity,negative
"“in addition to the resulting loss of life and increased poverty, amr may decrease global gdp 3% by 2030, and almost 4% by 2050. at an intermediate discount rate, this will amount to economic losses by 2050 with a current value of $54 trillion.”",Risk,negative
"Lilly’s environmental goals include 2030 targets to achieve carbon neutrality in its operations, purchase 100% renewable electricity, and enhance its value chain emissions reporting. the company also has 2030 waste management goals including sending zero waste to landfills, and reaching 100% of plastic waste repurposed for beneficial use. lilly also has goals to preserve water in water-stressed areas, and to protect waterways from pharmaceutical discharges.",Opportunity,positive
"The proposal marks the first rule under the american innovation and manufacturing (aim) act of 2020, passed into law in december, which directs the epa to phase down production and consumption of hfcs in the u.s. by 85% over the next 15 years.",Opportunity,positive
"According to the epa, reducing the use of hfcs will have a potent impact climate, with a global hfc phasedown estimated to avoid up to 0.5 °c of global warming by 2100.",Opportunity,positive
"Buildings and real estate are significant contributors to the global climate challenge, accounting for approximately 40% of carbon emissions, according to the international energy agency and un environment programme. they are also among the hardest to sources of emissions to replace, given their long-term nature.",Risk,negative
"Allianz outlined its decarbonization efforts according to for key elements, including assess, improve, engage, and own operations. “assess” is focused on evaluating the firm’s global portfolio and new acquisitions against a range of sustainability benchmarks and criteria, and placing a particular focus on acquiring buildings that reach high sustainability standards and include retrofitting plans to ensure they meet those standards within a two year period. “improve” involves redeveloping and refurbishing existing assets to meet new standards. under “engage,” allianz will work with key stakeholders such as business partners, suppliers and tenants to help improve sustainability across its network and wider ecosystem. “own operations” includes assessing and improving the company’s own buildings and business processes in areas such as energy consumption, paper consumption and business travel.",Opportunity,positive
"The investor group, including major institutional investors such as alliancebernstein, aviva investors, axa investment managers, columbia threadneedle, eos at federated hermes, fidelity international, insight investment, nomura asset management, schroders and sumitomo mitsui trust asset management, point out the costs of uneven access to covid-19 tools, citing studies indicating that even if advanced economies can vaccinate all of their own citizens, the global economy stands to lose as much as us$ 9.2 trillion if governments fail to ensure that developing economies gain access to the vaccines.",Risk,negative
"In a statement released by the group, the investors call upon developed economy leaders to fully finance the act accelerator and to deploy adequate funding to ensure fair and equitable access to covid-19 tools globally. the group also commits to working together with the access to medicines foundation and to engage investee companies to promote actions supporting the act-accelerator goals and operations. additionally, the group recommends exploring the use of innovative finance mechanisms for national and global covid-19 response, such as vaccine bonds or social bonds.",Opportunity,positive
"Damiano de felice, director of strategy of the access to medicine foundation, said: “we have coordinated this initiative because institutional investors can contribute unique capabilities to the global efforts aimed at ending the current pandemic. on the equity side, they can speak directly to the senior management of their investee healthcare companies and ensure that essential covid-19 tools are developed as rapidly and distributed as widely as possible. on the credit side, they can deploy billions of dollars to support the global economic recovery through innovative finance mechanisms that fund public and private programmes dedicated to pandemic response and preparedness.”",Opportunity,positive
"The company’s new targets include cutting ghg emissions generated by its corporate restaurants and offices, (scope 1 and 2), and by 46% below 2019 levels by 2030, and to work alongside franchisees, suppliers and producers to match the 46% reduction in the same timeframe in its scope 3 emissions, on a per-restaurant basis for franchisees and a per-metric ton basis for beef, poultry, dairy and packaging. the company has also committed to achieve net zero emissions by 2050.",Opportunity,positive
"In a letter sent to all members of congress, the group states that the shareholder proposal process is a key avenue for embedding best practices at companies for policies including board independence, board diversity, majority voting, limits on golden parachutes, respect for human rights, and sustainability reporting. according to the group, the new rule amendments will severely limit the ability of shareholders to file resolutions on key environmental, social, and governance issues.",Risk,negative
"Buildings are a significant contributor to the global climate challenge, contributing approximately 15% of global carbon emissions. they are also one of the hardest to sources of emissions to replace, given their long-term nature. increasing the stock of green buildings that eliminate the impact of buildings through their lifecycle, through development and retrofitting, is fundamental to climate change mitigation policies.",Opportunity,negative
